2026-03-22 22:46:19 | INFO | __main__ | Running stage 01 (create_scenarios)
2026-03-22 22:46:19 | WARNING | __main__ | Stage 01 stderr:
2026-03-22 22:46:19 | INFO | __main__ | Stage 01 completed: 20 records
2026-03-22 22:46:19 | INFO | __main__ | Stage 01 complete. Primary output: /Users/stijnvanseveren/PythonProjects/Paper_CaseStudiesAnalysisExperimentalData/evaluation/run_3/stage_outputs/01_create_scenarios/scenarios.jsonl
2026-03-22 22:46:19 | INFO | __main__ | Running stage 02 (assess_baseline_opinions)
2026-03-22 22:46:20 | WARNING | __main__ | Stage 02 stderr:
2026-03-22 22:46:20 | WARNING | __main__ | Baseline agent failed for scenario_0001, using deterministic fallback: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Baseline agent failed for scenario_0002, using deterministic fallback: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Baseline agent failed for scenario_0003, using deterministic fallback: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Baseline agent failed for scenario_0004, using deterministic fallback: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Baseline agent failed for scenario_0005, using deterministic fallback: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Baseline agent failed for scenario_0006, using deterministic fallback: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Baseline agent failed for scenario_0007, using deterministic fallback: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Baseline agent failed for scenario_0008, using deterministic fallback: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Baseline agent failed for scenario_0009, using deterministic fallback: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Baseline agent failed for scenario_0010, using deterministic fallback: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Baseline agent failed for scenario_0011, using deterministic fallback: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Baseline agent failed for scenario_0012, using deterministic fallback: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Baseline agent failed for scenario_0013, using deterministic fallback: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Baseline agent failed for scenario_0014, using deterministic fallback: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Baseline agent failed for scenario_0015, using deterministic fallback: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Baseline agent failed for scenario_0016, using deterministic fallback: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Baseline agent failed for scenario_0017, using deterministic fallback: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Baseline agent failed for scenario_0018, using deterministic fallback: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Baseline agent failed for scenario_0019, using deterministic fallback: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Baseline agent failed for scenario_0020, using deterministic fallback: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | INFO | __main__ | Stage 02 completed: 20 records
2026-03-22 22:46:20 | INFO | __main__ | Stage 02 complete. Primary output: /Users/stijnvanseveren/PythonProjects/Paper_CaseStudiesAnalysisExperimentalData/evaluation/run_3/stage_outputs/02_assess_baseline_opinions/scenarios_with_baseline.jsonl
2026-03-22 22:46:20 | INFO | __main__ | Running stage 03 (run_opinion_attacks)
2026-03-22 22:46:20 | WARNING | __main__ | Stage 03 stderr:
2026-03-22 22:46:20 | WARNING | __main__ | Attack generation failed for scenario_0001, fallback template used: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Attack realism reviewer failed for scenario_0001: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Attack rewrite failed for scenario_0001: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Attack generation failed for scenario_0004, fallback template used: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Attack realism reviewer failed for scenario_0004: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Attack rewrite failed for scenario_0004: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Attack generation failed for scenario_0005, fallback template used: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Attack realism reviewer failed for scenario_0005: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Attack rewrite failed for scenario_0005: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Attack generation failed for scenario_0008, fallback template used: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Attack realism reviewer failed for scenario_0008: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Attack rewrite failed for scenario_0008: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Attack generation failed for scenario_0009, fallback template used: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Attack realism reviewer failed for scenario_0009: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Attack rewrite failed for scenario_0009: [Errno 8] nodename nor servname provided, or not known
2026-03-22 22:46:20 | WARNING | __main__ | Attack generation failed for scenario_0012, fallback template used: [Errno 8] nodename nor servname provided, or not known
