term,moderator_label,ontology_group,weighted_mean_estimate,weighted_mean_abs_estimate,direction,n_tasks,normalized_weight_pct,estimate,mean_abs_estimate
profile_cat__profile_cat_news_diet_primary_type_Online_Legacy_Outlet_Dominant,News Diet Primary Type Online Legacy Outlet Dominant,Demographics: News Diet,0.39894168968016186,1.1428129704983663,higher_effectivity,40,1.9247348863335203,0.39894168968016186,1.1428129704983663
profile_cont_social_context_social_capital_social_isolation_pct,Social Context Social Capital Social Isolation %,Social Context: Social Capital,-0.017528258098975652,1.1171087568417308,lower_effectivity,40,1.8814436409347899,-0.017528258098975652,1.1171087568417308
profile_cont_political_psychology_institutional_trust_scientific_consensus_trust_pct,Political Psychology Institutional Trust Scientific Consensus Trust %,Political Psychology: Institutional Trust,-0.3131595427173277,1.0625532261317057,lower_effectivity,40,1.7895607730371375,-0.3131595427173277,1.0625532261317057
profile_cont_political_psychology_institutional_trust_conspiracy_belief_propensity_pct,Political Psychology Institutional Trust Conspiracy Belief Propensity %,Political Psychology: Institutional Trust,0.030986792033423957,1.017916544241426,higher_effectivity,40,1.714383310878192,0.030986792033423957,1.017916544241426
profile_cont_political_psychology_institutional_trust_mainstream_media_trust_pct,Political Psychology Institutional Trust Mainstream Media Trust %,Political Psychology: Institutional Trust,-0.3508250011305442,1.0072248411631803,lower_effectivity,40,1.6963762577205395,-0.3508250011305442,1.0072248411631803
profile_cont_chronological_age,Chronological Age,Demographics: Age,0.28305997432178154,0.9427811340389567,higher_effectivity,40,1.58783964279871,0.28305997432178154,0.9427811340389567
profile_cont_social_context_online_behavior_information_echo_chamber_pct,Social Context Online Behavior Information Echo Chamber %,Social Context: Online Behavior,0.06593309675536652,0.9406710808940969,higher_effectivity,40,1.5842858741552213,0.06593309675536652,0.9406710808940969
profile_cont_social_context_online_behavior_online_political_discussion_pct,Social Context Online Behavior Online Political Discussion %,Social Context: Online Behavior,-0.2339422337558081,0.9194579214598,lower_effectivity,40,1.5485584987521042,-0.2339422337558081,0.9194579214598
profile_cont_political_psychology_political_engagement_voting_likelihood_pct,Political Psychology Political Engagement Voting Likelihood %,Political Psychology: Engagement,0.14838638100292648,0.9147803938058351,higher_effectivity,40,1.5406805686884912,0.14838638100292648,0.9147803938058351
profile_cont_social_context_social_capital_interpersonal_trust_pct,Social Context Social Capital Interpersonal Trust %,Social Context: Social Capital,0.05997201585983464,0.9078480631117447,higher_effectivity,40,1.5290050810321885,0.05997201585983464,0.9078480631117447
profile_cont_social_context_social_capital_mean_pct,Social Context Social Capital Mean %,Social Context: Social Capital,0.017702977415363114,0.8958590144182268,higher_effectivity,40,1.5088130278528284,0.017702977415363114,0.8958590144182268
